sell_mode,cell,configuration,mois,date_rebalance,ret_month,turnover,liquidite_ponderee,n_titres,w_BUY,w_NEUTRAL,w_SELL,n_BUY,n_NEUTRAL,n_SELL,contrib_BUY,contrib_NEUTRAL,contrib_SELL,n_days
exclude,1,C1 Ridge,2020-03,2020-03-31,-0.018013790275405506,1.330291395128453,0.0,32,0.8511804085048981,0.14870810850727864,0.0,24,8,0,-0.01134298852003775,-0.003049928257822288,0.0,21
exclude,1,C1 Ridge,2020-04,2020-04-30,0.012737387110878684,0.8156059788443096,0.0,22,0.87065528721726,0.12918086494584974,0.0,15,7,0,0.015653248032249344,0.0001685395694072679,0.0,18
exclude,1,C1 Ridge,2020-05,2020-05-29,-0.005734124590065726,1.1562145784991713,0.0,22,0.9730653020424627,0.02677740776341127,0.0,15,7,0,-0.00545286682915355,0.0027750251173717707,0.0,21
exclude,1,C1 Ridge,2020-06,2020-06-30,-0.031641480447319514,1.3544706999500167,0.0,25,0.9751109167261625,0.024374637720740437,0.0,19,6,0,-0.02769374333993116,-4.6993143856968454e-05,0.0,20
exclude,1,C1 Ridge,2020-07,2020-07-29,-0.011475138137309382,0.9169414636789194,0.0,28,0.9733377360595936,0.02642284427750459,0.0,20,8,0,-0.007920566450095045,-0.0007324327121144996,0.0,17
exclude,1,C1 Ridge,2020-08,2020-08-31,-0.0038970597838785537,0.971142983963999,0.0,27,0.9856470024966336,0.014027299707468249,0.0,18,9,0,-0.0010457852478067639,-2.386977272884567e-05,0.0,21
exclude,1,C1 Ridge,2020-09,2020-09-30,0.004695013181100105,1.6102131460419682,0.0,23,0.7855942895878059,0.2140046989705445,0.0,11,12,0,9.924958956615299e-05,0.009566085190579665,0.0,19
exclude,1,C1 Ridge,2020-10,2020-10-28,0.010672121134879475,0.8043410227057707,0.0,26,0.6490148039195532,0.3507823334265755,0.0,9,17,0,-0.0092544424679941,0.024232695324500557,0.0,18
exclude,1,C1 Ridge,2020-11,2020-11-30,0.005659090033719227,0.9917655019479286,0.0,23,0.7325147282447979,0.2671624911615698,0.0,10,13,0,0.005032248039794281,0.0031107560001316778,0.0,22
exclude,1,C1 Ridge,2020-12,2020-12-31,0.01203514440274378,1.3427714423985149,0.0,30,0.8052372142061454,0.19437361138931938,0.0,14,16,0,0.004201904322717369,0.013306592364508263,0.0,18
exclude,1,C1 Ridge,2021-01,2021-01-29,-0.024110526621052952,1.389271571698846,0.0,30,0.5618481092917853,0.4377647334659359,0.0,10,20,0,-0.014103620544113196,-0.005463033164802516,0.0,19
exclude,1,C1 Ridge,2021-02,2021-02-26,-0.007090581308153321,0.8377892720397726,0.0,27,0.608589288097127,0.3910245870701033,0.0,13,14,0,-0.012674395137524741,0.0073623037018330905,0.0,22
exclude,1,C1 Ridge,2021-03,2021-03-31,0.013392882517258009,1.0488053847510286,0.0,36,0.4157479881388165,0.5841497926353103,0.0,14,22,0,0.0075346806225365815,0.009620354570014268,0.0,21
exclude,1,C1 Ridge,2021-04,2021-04-30,0.043026244311858086,1.1257230730482344,0.0,31,0.6288752653389525,0.370907861032832,0.0,13,18,0,0.04982681576491694,-0.0018721918298766655,0.0,18
exclude,1,C1 Ridge,2021-05,2021-05-31,0.041376414617082746,0.8222267623407913,0.0,33,0.6815261536675672,0.3183212580102028,0.0,13,20,0,0.032717337759244174,0.012293166555286575,0.0,21
exclude,1,C1 Ridge,2021-06,2021-06-30,0.016907647411050997,0.6732078853799579,0.0,37,0.6455588865734758,0.35417428809126345,0.0,12,25,0,0.044681331819352924,-0.007156411256688504,0.0,18
exclude,1,C1 Ridge,2021-07,2021-07-29,0.046923218726682814,1.284576730892376,0.0,30,0.7657002589299414,0.23405753279696062,0.0,15,15,0,0.05382471609279325,-0.0052306275368332695,0.0,19
exclude,1,C1 Ridge,2021-08,2021-08-31,0.013465533822924591,0.8096682001676332,0.0,29,0.7355161000574588,0.2642258740238661,0.0,17,12,0,-0.000719752791699227,0.01759785056628128,0.0,21
exclude,1,C1 Ridge,2021-09,2021-09-30,0.10430391306266329,0.9054082291368977,0.0,21,0.8419533718492377,0.1577170038567167,0.0,11,10,0,0.07721362796918413,0.03042607262984792,0.0,18
exclude,1,C1 Ridge,2021-10,2021-10-29,-0.02476726512901528,0.2887726522824741,0.0,23,0.928022727956094,0.07166640979286881,0.0,11,12,0,-0.026593351326204245,0.0005293813136291306,0.0,20
exclude,1,C1 Ridge,2021-11,2021-11-30,-0.04351324550843738,1.14046981910991,0.0,21,0.8479671880081944,0.15188946201696704,0.0,10,11,0,-0.044963227247905316,0.006554417757389196,0.0,22
exclude,1,C1 Ridge,2021-12,2021-12-31,0.05544552098512434,1.0891749559122088,0.0,27,0.9808800486025683,0.018959957720157333,0.0,15,12,0,0.057595120695981515,0.0009045897522669392,0.0,19
exclude,1,C1 Ridge,2022-01,2022-01-31,-0.009828790048043268,0.704197005451049,0.0,25,0.655773087497519,0.3440820793531781,0.0,13,12,0,-0.016752303038408484,0.00891108740337893,0.0,19
exclude,1,C1 Ridge,2022-02,2022-02-28,-0.04322874268032906,0.9037583894469741,0.0,26,0.965610648058497,0.034247376778870894,0.0,15,11,0,-0.03895164087902554,-0.0007639623731660075,0.0,22
exclude,1,C1 Ridge,2022-03,2022-03-31,0.01404591274520306,1.2060692713073442,0.0,34,0.7611455302343803,0.23851153282508147,0.0,20,14,0,0.015990027083749286,0.0019048833969065747,0.0,20
exclude,1,C1 Ridge,2022-04,2022-04-29,-0.0208001959128844,1.025967339881223,0.0,32,0.9669060105555096,0.03290102170938888,0.0,18,14,0,-0.01661420014560865,-0.001937804450358781,0.0,19
exclude,1,C1 Ridge,2022-05,2022-05-31,-0.019941092289800344,1.432794601117354,0.0,31,0.6970965212788428,0.3025700522789296,0.0,20,11,0,-0.01712708782957209,-0.0005737738248980284,0.0,21
